Navn;Stasjon;Tid(norsk normaltid);Nedbør (døgn);Minimumstemperatur (døgn);Maksimumstemperatur (døgn);Høyeste middelvind (døgn)
Oslo - Blindern;SN18700;19.02.2020;0;-2,6;6,7;5,1
Oslo - Blindern;SN18700;20.02.2020;0;-2,7;5,8;6,4
Oslo - Blindern;SN18700;21.02.2020;9;-0,2;6,1;10
Oslo - Blindern;SN18700;22.02.2020;0,1;2,9;9,3;12,1
Oslo - Blindern;SN18700;23.02.2020;0,5;1,8;7,5;6,2
Oslo - Blindern;SN18700;24.02.2020;0;-2,1;5,5;5
Oslo - Blindern;SN18700;25.02.2020;0;-1;2,2;9,4
Oslo - Blindern;SN18700;26.02.2020;0;-3,6;1,3;9,3
Oslo - Blindern;SN18700;27.02.2020;0;-7,5;-0,4;4,7
Oslo - Blindern;SN18700;28.02.2020;0;-7,5;2,9;3,5
Oslo - Blindern;SN18700;29.02.2020;0;-3,2;-0,5;7
Oslo - Blindern;SN18700;01.03.2020;12,3;-1,5;2,8;8,7
Oslo - Blindern;SN18700;02.03.2020;4,7;1,5;5,8;7,2
Oslo - Blindern;SN18700;03.03.2020;5;0,7;3,1;7,5
Oslo - Blindern;SN18700;04.03.2020;3,3;0,2;2;6,6
Oslo - Blindern;SN18700;05.03.2020;4;-2,6;4,2;2,4
Oslo - Blindern;SN18700;06.03.2020;0;-3,7;0,7;3,1
Oslo - Blindern;SN18700;07.03.2020;0;-4,2;-0,2;3,9
Oslo - Blindern;SN18700;08.03.2020;2,2;-0,6;6,1;8,1
Oslo - Blindern;SN18700;09.03.2020;1,8;3,2;8,6;6,1
Oslo - Blindern;SN18700;10.03.2020;0;2,6;5,3;5,7
Oslo - Blindern;SN18700;11.03.2020;7,9;1,6;10,4;7,3
Oslo - Blindern;SN18700;12.03.2020;0;-0,1;8,3;7,2
Oslo - Blindern;SN18700;13.03.2020;0,1;0;5;8,8
Oslo - Blindern;SN18700;14.03.2020;0,1;-6,4;3,9;7,1
Oslo - Blindern;SN18700;15.03.2020;0,8;1,5;6,3;8,6
Oslo - Blindern;SN18700;16.03.2020;2,2;2,6;8;9,4
Oslo - Blindern;SN18700;17.03.2020;0;3,4;12,2;7,7
Oslo - Blindern;SN18700;18.03.2020;0;4,6;10,1;8,8
Oslo - Blindern;SN18700;19.03.2020;0;-1,7;10,7;6,1
Oslo - Blindern;SN18700;20.03.2020;0;-0,5;7,3;7,6
Oslo - Blindern;SN18700;21.03.2020;0;-2;6,8;5,6
Oslo - Blindern;SN18700;22.03.2020;0;-5,4;6,4;7,3
Oslo - Blindern;SN18700;23.03.2020;0;1;6,7;8,3
Oslo - Blindern;SN18700;24.03.2020;0;2;5,8;8,5
Oslo - Blindern;SN18700;25.03.2020;0;3,7;8,3;8,4
Oslo - Blindern;SN18700;26.03.2020;0;4,2;10,5;6,2
Oslo - Blindern;SN18700;27.03.2020;0;3,3;8,2;3,2
Oslo - Blindern;SN18700;28.03.2020;0;-1,3;7,8;9,8
Oslo - Blindern;SN18700;29.03.2020;0;-4,9;7,1;8,4
Oslo - Blindern;SN18700;30.03.2020;0;-0,4;6,5;6,8
Oslo - Blindern;SN18700;31.03.2020;0;-2,7;11,9;7,7
Oslo - Blindern;SN18700;01.04.2020;0;2,3;10,9;6,8
Oslo - Blindern;SN18700;02.04.2020;0;0,4;9,7;12
Oslo - Blindern;SN18700;03.04.2020;0,7;0,2;8,2;8,4
Oslo - Blindern;SN18700;04.04.2020;0;-2,7;7,3;6,4
Oslo - Blindern;SN18700;05.04.2020;0,3;2,9;8,6;5,2
Oslo - Blindern;SN18700;06.04.2020;1,6;2,1;13,3;6,4
Oslo - Blindern;SN18700;07.04.2020;0,3;4,2;14,9;11
Oslo - Blindern;SN18700;08.04.2020;0;0,6;11,5;7,2
Oslo - Blindern;SN18700;09.04.2020;0;0,1;11,7;6,2
Oslo - Blindern;SN18700;10.04.2020;0;0,8;11,8;5,9
Oslo - Blindern;SN18700;11.04.2020;0;-1,6;9,8;6
Oslo - Blindern;SN18700;12.04.2020;11,3;4,8;13,2;8,6
Oslo - Blindern;SN18700;13.04.2020;0;1,7;8,3;12,3
Oslo - Blindern;SN18700;14.04.2020;0;-1,2;7,7;8,4
Oslo - Blindern;SN18700;15.04.2020;0;3,9;19,4;9,3
Oslo - Blindern;SN18700;16.04.2020;0,3;4,4;13,3;9,5
Oslo - Blindern;SN18700;17.04.2020;0,7;-1;11,6;6,7
Oslo - Blindern;SN18700;18.04.2020;0;0,4;12,6;6,4
Oslo - Blindern;SN18700;19.04.2020;0,3;3,1;17,3;4,2
Oslo - Blindern;SN18700;20.04.2020;0;5,8;19,3;6,1
Oslo - Blindern;SN18700;21.04.2020;0;7,8;20,8;5
Oslo - Blindern;SN18700;22.04.2020;0;4,9;21,9;5,1
Oslo - Blindern;SN18700;23.04.2020;0;6,1;19,5;4,1
Oslo - Blindern;SN18700;24.04.2020;0;6,2;17,3;8
Oslo - Blindern;SN18700;25.04.2020;0;2,4;15;5,4
Oslo - Blindern;SN18700;26.04.2020;0;4,5;13,3;5,3
Oslo - Blindern;SN18700;27.04.2020;0,3;3,4;11,1;7
Oslo - Blindern;SN18700;28.04.2020;16,4;2,2;8;7,2
Oslo - Blindern;SN18700;29.04.2020;0,1;1,4;8,9;3,7
Oslo - Blindern;SN18700;30.04.2020;0;2,2;7,7;6,1
Oslo - Blindern;SN18700;01.05.2020;7,1;1,5;13,1;6,5
Oslo - Blindern;SN18700;02.05.2020;1,9;3,8;15,5;5,7
Oslo - Blindern;SN18700;03.05.2020;0,2;3,2;14,8;7
Oslo - Blindern;SN18700;04.05.2020;6,3;3,3;11,7;7,5
Oslo - Blindern;SN18700;05.05.2020;0,1;3,2;14,5;6,5
Oslo - Blindern;SN18700;06.05.2020;0;3,7;17,6;6,7
Oslo - Blindern;SN18700;07.05.2020;0,2;4,6;15,1;7,9
Oslo - Blindern;SN18700;08.05.2020;0;5,8;16;6,9
Oslo - Blindern;SN18700;09.05.2020;0,3;4,4;16,1;6
Oslo - Blindern;SN18700;10.05.2020;13;2,1;12;7,2
Oslo - Blindern;SN18700;11.05.2020;1,2;-1,4;10,7;6,8
Oslo - Blindern;SN18700;12.05.2020;1,3;-0,3;8,5;10,5
Oslo - Blindern;SN18700;13.05.2020;0,4;-1,7;11,9;5,7
Oslo - Blindern;SN18700;14.05.2020;0;-0,2;11,5;7,9
Oslo - Blindern;SN18700;15.05.2020;0;2,2;13,4;7,4
Oslo - Blindern;SN18700;16.05.2020;0;1,2;10,1;7,1
Oslo - Blindern;SN18700;17.05.2020;0;4,4;14;9,8
Oslo - Blindern;SN18700;18.05.2020;0,5;1,4;15,6;5,6
Oslo - Blindern;SN18700;19.05.2020;0;3,4;16;6,8
Oslo - Blindern;SN18700;20.05.2020;0;5,2;16,9;5,2
Oslo - Blindern;SN18700;21.05.2020;0;4,1;18,7;5,2
Oslo - Blindern;SN18700;22.05.2020;0;10,5;18,4;4,8
Oslo - Blindern;SN18700;23.05.2020;6,3;8,7;15;9,6
Oslo - Blindern;SN18700;24.05.2020;4,4;8,9;15,1;5,3
Oslo - Blindern;SN18700;25.05.2020;2,3;8,9;21,8;3,8
Oslo - Blindern;SN18700;26.05.2020;0;8,1;19,4;6,5
Oslo - Blindern;SN18700;27.05.2020;0;6,6;19;6,9
Oslo - Blindern;SN18700;28.05.2020;0;6,8;19,8;5,8
Oslo - Blindern;SN18700;29.05.2020;0;8;22,1;4,6
Oslo - Blindern;SN18700;30.05.2020;0;13,7;23;6,9
Oslo - Blindern;SN18700;31.05.2020;0;11,3;25,1;4,6
Oslo - Blindern;SN18700;01.06.2020;0;10,3;27,2;4,3
Oslo - Blindern;SN18700;02.06.2020;0,1;11,8;26,3;5,2
Oslo - Blindern;SN18700;03.06.2020;0,2;10,4;23,5;5,7
Oslo - Blindern;SN18700;04.06.2020;0,8;12,1;20,1;6,8
Oslo - Blindern;SN18700;05.06.2020;0,7;10,2;17,4;7,8
Oslo - Blindern;SN18700;06.06.2020;9,9;8,6;12,6;5,3
Oslo - Blindern;SN18700;07.06.2020;20,5;9,4;15,4;7
Oslo - Blindern;SN18700;08.06.2020;3,3;10,1;16,3;5,8
Oslo - Blindern;SN18700;09.06.2020;0,4;10,5;20,9;3,9
Oslo - Blindern;SN18700;10.06.2020;0;8,8;22,7;4,9
Oslo - Blindern;SN18700;11.06.2020;0,9;14,4;25,5;6
Oslo - Blindern;SN18700;12.06.2020;0;15,5;26,2;7,2
Oslo - Blindern;SN18700;13.06.2020;0;16;25,5;6,4
Oslo - Blindern;SN18700;14.06.2020;0;12,5;26,5;4,1
Oslo - Blindern;SN18700;15.06.2020;0;12,3;28,8;3,9
Oslo - Blindern;SN18700;16.06.2020;0;17,1;29,6;8,3
Oslo - Blindern;SN18700;17.06.2020;0,6;16,7;27,1;5,4
Oslo - Blindern;SN18700;18.06.2020;0;15,2;29,3;4,3
Oslo - Blindern;SN18700;19.06.2020;0;17,8;29,9;4,9
Oslo - Blindern;SN18700;20.06.2020;0;19,5;28,5;7,2
Oslo - Blindern;SN18700;21.06.2020;5,9;17,2;21,9;5,4
Oslo - Blindern;SN18700;22.06.2020;34,9;13,6;17,8;3,4
Oslo - Blindern;SN18700;23.06.2020;0;12,3;25,8;4,8
Oslo - Blindern;SN18700;24.06.2020;0;14;27,7;4,3
Oslo - Blindern;SN18700;25.06.2020;0;15,9;27,2;5,7
Oslo - Blindern;SN18700;26.06.2020;0;14,4;28,9;5
Oslo - Blindern;SN18700;27.06.2020;0,1;17,5;30,9;6
Oslo - Blindern;SN18700;28.06.2020;0,6;17,1;24,7;5,4
Oslo - Blindern;SN18700;29.06.2020;25,9;13,2;20,3;8,6
Oslo - Blindern;SN18700;30.06.2020;4,5;12,7;20,6;4,6
Oslo - Blindern;SN18700;01.07.2020;10,2;10,5;18,8;5,5
Oslo - Blindern;SN18700;02.07.2020;0,6;9;17,7;5,4
Oslo - Blindern;SN18700;03.07.2020;3;7,9;17,7;6,3
Oslo - Blindern;SN18700;04.07.2020;3;9,6;19,1;5,5
Oslo - Blindern;SN18700;05.07.2020;0;10,6;16,8;7,5
Oslo - Blindern;SN18700;06.07.2020;47;10,6;17,9;7,5
Oslo - Blindern;SN18700;07.07.2020;2,3;8,7;17,3;10
Oslo - Blindern;SN18700;08.07.2020;8,2;7,1;19,1;7,8
Oslo - Blindern;SN18700;09.07.2020;2,1;8,4;20,6;6,2
Oslo - Blindern;SN18700;10.07.2020;0;10;20,7;5,8
Oslo - Blindern;SN18700;11.07.2020;0,7;8,9;21,6;5,6
Oslo - Blindern;SN18700;12.07.2020;0;9,6;20,1;6,3
Oslo - Blindern;SN18700;13.07.2020;0;10;20,4;5,2
Oslo - Blindern;SN18700;14.07.2020;1,5;12,3;16,9;4,8
Oslo - Blindern;SN18700;15.07.2020;12;14,1;23,1;5,7
Oslo - Blindern;SN18700;16.07.2020;0,1;12,6;22,1;4,6
Oslo - Blindern;SN18700;17.07.2020;0;13,1;20,9;7,3
Oslo - Blindern;SN18700;18.07.2020;2,3;14,9;16,9;7,1
Oslo - Blindern;SN18700;19.07.2020;14,9;14,8;17,7;5,5
Oslo - Blindern;SN18700;20.07.2020;5;13,4;22,4;4,8
Oslo - Blindern;SN18700;21.07.2020;0;12,3;19,3;5,7
Oslo - Blindern;SN18700;22.07.2020;0,1;8,3;19,6;5,4
Oslo - Blindern;SN18700;23.07.2020;1,7;7,1;20,6;5,7
Oslo - Blindern;SN18700;24.07.2020;0;10,1;20,9;5,5
Oslo - Blindern;SN18700;25.07.2020;0;12,1;21,7;6,2
Oslo - Blindern;SN18700;26.07.2020;11,3;13,7;17,8;5,4
Oslo - Blindern;SN18700;27.07.2020;13,1;14,3;20,8;6,9
Oslo - Blindern;SN18700;28.07.2020;2,1;12,8;17,6;5,6
Oslo - Blindern;SN18700;29.07.2020;16,5;11,5;18,5;5,3
Oslo - Blindern;SN18700;30.07.2020;6,9;11;24,6;4
Oslo - Blindern;SN18700;31.07.2020;0;12,5;25,9;4,2
Oslo - Blindern;SN18700;01.08.2020;0,1;14,9;25,1;5,9
Oslo - Blindern;SN18700;02.08.2020;0;15;21,5;4,4
Oslo - Blindern;SN18700;03.08.2020;8,4;9,7;22,4;5,2
Oslo - Blindern;SN18700;04.08.2020;0;11,7;21,5;5,7
Oslo - Blindern;SN18700;05.08.2020;1,6;12,3;17,5;6,1
Oslo - Blindern;SN18700;06.08.2020;9,6;15,6;23,4;5,1
Oslo - Blindern;SN18700;07.08.2020;0,2;14,3;25,4;5,7
Oslo - Blindern;SN18700;08.08.2020;0;14,5;25,9;3,9
Oslo - Blindern;SN18700;09.08.2020;0;14,6;23,6;7,6
Oslo - Blindern;SN18700;10.08.2020;0;16,6;22,5;6,4
Oslo - Blindern;SN18700;11.08.2020;0,1;14,3;26,1;3,8
Oslo - Blindern;SN18700;12.08.2020;0;14,2;26,3;5,2
Oslo - Blindern;SN18700;13.08.2020;0;14,8;25,6;5
Oslo - Blindern;SN18700;14.08.2020;9,5;13,8;26;4,1
Oslo - Blindern;SN18700;15.08.2020;0;16,6;24,1;3,5
Oslo - Blindern;SN18700;16.08.2020;0;16,2;24,5;3,6
Oslo - Blindern;SN18700;17.08.2020;0;13,6;27,2;3,1
Oslo - Blindern;SN18700;18.08.2020;0;13,7;28,7;6
Oslo - Blindern;SN18700;19.08.2020;0;15,1;24,5;5,2
Oslo - Blindern;SN18700;20.08.2020;0;16,1;24,8;5,1
Oslo - Blindern;SN18700;21.08.2020;5;16,6;20,6;4,8
Oslo - Blindern;SN18700;22.08.2020;13,3;17;20,7;7,4
Oslo - Blindern;SN18700;23.08.2020;4,4;13,4;20,9;6,6
Oslo - Blindern;SN18700;24.08.2020;2,5;7,6;19,4;5,6
Oslo - Blindern;SN18700;25.08.2020;0;5,4;18,3;6
Oslo - Blindern;SN18700;26.08.2020;0,9;9;18,3;4,8
Oslo - Blindern;SN18700;27.08.2020;0;7,5;19,1;3,4
Oslo - Blindern;SN18700;28.08.2020;0;9,9;18,7;4,5
Oslo - Blindern;SN18700;29.08.2020;0;10,4;19,2;5,2
Oslo - Blindern;SN18700;30.08.2020;0;7,5;18;5,9
Oslo - Blindern;SN18700;31.08.2020;0;6,3;19,2;5,7
Oslo - Blindern;SN18700;01.09.2020;0;5,3;20,1;3,7
Oslo - Blindern;SN18700;02.09.2020;0;6,6;21;3,8
Oslo - Blindern;SN18700;03.09.2020;0;9,9;19,3;4,2
Oslo - Blindern;SN18700;04.09.2020;2,9;12,5;20,6;6,1
Oslo - Blindern;SN18700;05.09.2020;0;7,9;18,6;6,3
Oslo - Blindern;SN18700;06.09.2020;1,6;6,8;19,4;5,8
Oslo - Blindern;SN18700;07.09.2020;0;6,6;18,2;7
Oslo - Blindern;SN18700;08.09.2020;3,6;9,7;22,2;6,5
Oslo - Blindern;SN18700;09.09.2020;4,2;10,9;17,4;6,3
Oslo - Blindern;SN18700;10.09.2020;3,9;6,8;16,4;5,6
Oslo - Blindern;SN18700;11.09.2020;0;6,4;14,5;6,1
Oslo - Blindern;SN18700;12.09.2020;0,7;10,5;18,3;8,3
Oslo - Blindern;SN18700;13.09.2020;0,1;5,9;17,2;5,2
Oslo - Blindern;SN18700;14.09.2020;0;11,3;20,8;4,6
Oslo - Blindern;SN18700;15.09.2020;0;12;20,1;4,7
Oslo - Blindern;SN18700;16.09.2020;0;11,6;15,9;11,7
Oslo - Blindern;SN18700;17.09.2020;0;4,1;15,6;6,7
Oslo - Blindern;SN18700;18.09.2020;0,1;5,7;23,2;5,5
Oslo - Blindern;SN18700;19.09.2020;0,1;7,9;19,5;4
Oslo - Blindern;SN18700;20.09.2020;0;7,6;17,5;2,9
Oslo - Blindern;SN18700;21.09.2020;0;12,3;19,6;6,8
Oslo - Blindern;SN18700;22.09.2020;0;10,7;16,7;6,3
Oslo - Blindern;SN18700;23.09.2020;0;12,2;15,2;5,5
Oslo - Blindern;SN18700;24.09.2020;11;12,4;15,9;9,7
Oslo - Blindern;SN18700;25.09.2020;13,4;5,5;13;8,2
Oslo - Blindern;SN18700;26.09.2020;27,5;6,8;10,9;13,7
Oslo - Blindern;SN18700;27.09.2020;2,5;9,3;13,2;8,8
Oslo - Blindern;SN18700;28.09.2020;0;10,3;15,1;5,3
Oslo - Blindern;SN18700;29.09.2020;0,8;11,9;14,1;3,4
Oslo - Blindern;SN18700;30.09.2020;3,9;10,7;14,8;3,1
Oslo - Blindern;SN18700;01.10.2020;0,3;11;13,3;5,6
Oslo - Blindern;SN18700;02.10.2020;0,3;10,9;14,7;7,2
Oslo - Blindern;SN18700;03.10.2020;0;11,7;13,9;7,1
Oslo - Blindern;SN18700;04.10.2020;0,1;12,8;13,7;9,4
Oslo - Blindern;SN18700;05.10.2020;20,8;11,2;16,1;5,3
Oslo - Blindern;SN18700;06.10.2020;0,3;10,4;12;7,2
Oslo - Blindern;SN18700;07.10.2020;13,3;9,9;13,8;3,4
Oslo - Blindern;SN18700;08.10.2020;13,2;10,3;12;3,9
Oslo - Blindern;SN18700;09.10.2020;3,6;7,1;14,8;5,9
Oslo - Blindern;SN18700;10.10.2020;1,3;6,3;9,4;4,3
Oslo - Blindern;SN18700;11.10.2020;26,9;6,2;13,6;6,7
Oslo - Blindern;SN18700;12.10.2020;0;3;13,3;2,9
Oslo - Blindern;SN18700;13.10.2020;0;4;10,3;5,5
Oslo - Blindern;SN18700;14.10.2020;0;2,3;9,7;6,5
Oslo - Blindern;SN18700;15.10.2020;0;2,8;12,8;5,1
Oslo - Blindern;SN18700;16.10.2020;0;3,5;12,9;5,6
Oslo - Blindern;SN18700;17.10.2020;0;0,6;8,5;4,1
Oslo - Blindern;SN18700;18.10.2020;0;0,4;10,2;6,9
Oslo - Blindern;SN18700;19.10.2020;0;-1,1;7,7;4
Oslo - Blindern;SN18700;20.10.2020;7,8;0,8;4,6;5,8
Oslo - Blindern;SN18700;21.10.2020;24,3;4,1;8,2;3,7
Oslo - Blindern;SN18700;22.10.2020;11,5;6,7;8,8;3,5
Oslo - Blindern;SN18700;23.10.2020;7,9;3,9;7,3;6
Oslo - Blindern;SN18700;24.10.2020;1,6;3;6,4;5,6
Oslo - Blindern;SN18700;25.10.2020;5,2;6,4;12,3;8
Oslo - Blindern;SN18700;26.10.2020;12,1;6,4;10,2;3,8
Oslo - Blindern;SN18700;27.10.2020;26,2;7,7;9,3;4,3
Oslo - Blindern;SN18700;28.10.2020;20,1;7,5;11,7;6,3
Oslo - Blindern;SN18700;29.10.2020;2,6;4,4;10,6;5
Oslo - Blindern;SN18700;30.10.2020;0;0,3;5,2;3,8
Oslo - Blindern;SN18700;31.10.2020;6,5;5,1;7,8;4,8
Oslo - Blindern;SN18700;01.11.2020;3,4;6,4;11,1;7,1
Oslo - Blindern;SN18700;02.11.2020;14,4;8,9;14,9;9,1
Oslo - Blindern;SN18700;03.11.2020;0,4;4,2;11;5,4
Oslo - Blindern;SN18700;04.11.2020;0;1,2;8,3;5,9
Oslo - Blindern;SN18700;05.11.2020;0;2,9;13,4;5,9
Oslo - Blindern;SN18700;06.11.2020;0;8,5;16,1;6,4
Oslo - Blindern;SN18700;07.11.2020;0,1;2,9;10,6;3,4
Oslo - Blindern;SN18700;08.11.2020;0,1;-0,3;5,6;2,7
Oslo - Blindern;SN18700;09.11.2020;0;-1,2;3,4;3,3
Oslo - Blindern;SN18700;10.11.2020;0;3,4;5,2;2,2
Oslo - Blindern;SN18700;11.11.2020;0,6;4,5;6,7;3
Oslo - Blindern;SN18700;12.11.2020;2,8;5;6,7;3,5
Oslo - Blindern;SN18700;13.11.2020;0;4,1;6,3;3,2
Oslo - Blindern;SN18700;14.11.2020;8,4;3,3;8,3;3,8
Oslo - Blindern;SN18700;15.11.2020;7,1;3,5;11;5,5
Oslo - Blindern;SN18700;16.11.2020;20,4;7,9;11,4;6,2
Oslo - Blindern;SN18700;17.11.2020;7,3;5,4;9,7;4,4
Oslo - Blindern;SN18700;18.11.2020;3,5;6,6;12;9,9
Oslo - Blindern;SN18700;19.11.2020;1,2;1,6;11;10,2
Oslo - Blindern;SN18700;20.11.2020;0,9;-1,3;5;6,7
Oslo - Blindern;SN18700;21.11.2020;8,4;-1,5;9;5,8
Oslo - Blindern;SN18700;22.11.2020;0,2;3;7,2;7,4
Oslo - Blindern;SN18700;23.11.2020;0;1,6;7,4;6,7
Oslo - Blindern;SN18700;24.11.2020;0;3;7,1;2,7
Oslo - Blindern;SN18700;25.11.2020;0;5;10,2;7
Oslo - Blindern;SN18700;26.11.2020;0,3;0,3;8,8;3,1
Oslo - Blindern;SN18700;27.11.2020;0;-3;2,9;2,9
Oslo - Blindern;SN18700;28.11.2020;0;-5,2;-0,5;2,1
Oslo - Blindern;SN18700;29.11.2020;0;-2,9;-1;2,6
Oslo - Blindern;SN18700;30.11.2020;0;-3,1;3,4;2,1
Oslo - Blindern;SN18700;01.12.2020;9,7;-0,5;4,5;4,3
Oslo - Blindern;SN18700;02.12.2020;0;-2,4;2,9;5,2
Oslo - Blindern;SN18700;03.12.2020;3,1;1,2;2,4;5,9
Oslo - Blindern;SN18700;04.12.2020;2,4;0,3;1,8;4,5
Oslo - Blindern;SN18700;05.12.2020;0,2;1,5;2,9;6,8
Oslo - Blindern;SN18700;06.12.2020;0,5;2,4;3,9;8,3
Oslo - Blindern;SN18700;07.12.2020;2,5;3,5;5,4;8,7
Oslo - Blindern;SN18700;08.12.2020;1,8;2;4,9;5,3
Oslo - Blindern;SN18700;09.12.2020;8,1;1,7;2,6;4,3
Oslo - Blindern;SN18700;10.12.2020;3,7;1,7;3,1;4,9
Oslo - Blindern;SN18700;11.12.2020;1,8;0,8;2,5;6
Oslo - Blindern;SN18700;12.12.2020;0,9;0,7;2,4;7,1
Oslo - Blindern;SN18700;13.12.2020;0,2;2;2,8;6,4
Oslo - Blindern;SN18700;14.12.2020;4;1,7;3,4;3,8
Oslo - Blindern;SN18700;15.12.2020;10,2;1;4;4
Oslo - Blindern;SN18700;16.12.2020;13,9;-1,1;2,4;2,9
Oslo - Blindern;SN18700;17.12.2020;0,6;-1;4,7;4,5
Oslo - Blindern;SN18700;18.12.2020;11,5;0,5;4,7;3,7
Oslo - Blindern;SN18700;19.12.2020;5,1;4,2;7,2;4,9
Oslo - Blindern;SN18700;20.12.2020;6,8;5,6;7,7;5,2
Oslo - Blindern;SN18700;21.12.2020;1;4,1;7,4;5,2
Oslo - Blindern;SN18700;22.12.2020;1,2;3,3;5,2;4
Oslo - Blindern;SN18700;23.12.2020;4;-1,1;3,9;4
Oslo - Blindern;SN18700;24.12.2020;0;-1,7;2,6;5,5
Oslo - Blindern;SN18700;25.12.2020;0;-3,3;1,6;4,7
Oslo - Blindern;SN18700;26.12.2020;0,1;-3,4;3;3,9
Oslo - Blindern;SN18700;27.12.2020;23,6;1,2;5;8
Oslo - Blindern;SN18700;28.12.2020;23,2;0,8;1,8;4,7
Oslo - Blindern;SN18700;29.12.2020;9,6;1,3;2,7;7,3
Oslo - Blindern;SN18700;30.12.2020;5,6;1,3;2,6;8,5
Oslo - Blindern;SN18700;31.12.2020;2,6;-0,2;1,5;5,1
Oslo - Blindern;SN18700;01.01.2021;0;-0,7;1;4,2
Oslo - Blindern;SN18700;02.01.2021;1;0,5;1,2;4,6
Oslo - Blindern;SN18700;03.01.2021;0;-2,7;1,3;5,6
Oslo - Blindern;SN18700;04.01.2021;0;-4,4;-1,8;6
Oslo - Blindern;SN18700;05.01.2021;0;-8,9;-1,5;4,6
Oslo - Blindern;SN18700;06.01.2021;0;-11,6;-6,9;6,6
Oslo - Blindern;SN18700;07.01.2021;0,3;-7,2;-4,5;6,8
Oslo - Blindern;SN18700;08.01.2021;0,4;-5,9;-3,8;4,4
Oslo - Blindern;SN18700;09.01.2021;0;-6;-3,6;3,7
Oslo - Blindern;SN18700;10.01.2021;0,8;-6,3;-0,3;2,9
Oslo - Blindern;SN18700;11.01.2021;0;-7,1;-3,9;5,7
Oslo - Blindern;SN18700;12.01.2021;1,1;-11,9;-5;2,9
Oslo - Blindern;SN18700;13.01.2021;1,6;-6,9;-1,9;11,1
Oslo - Blindern;SN18700;14.01.2021;0,7;-7,4;-3,2;8,1
Oslo - Blindern;SN18700;15.01.2021;0;-12,3;-5,2;3,4
Oslo - Blindern;SN18700;16.01.2021;0;-12,3;-5,3;2,6
Oslo - Blindern;SN18700;17.01.2021;0;-11,5;-5,7;3,3
Oslo - Blindern;SN18700;18.01.2021;0,9;-5,8;-2,2;4,3
Oslo - Blindern;SN18700;19.01.2021;2,9;-2,4;0,2;4,9
Oslo - Blindern;SN18700;20.01.2021;2,6;-0,3;1,2;6,5
Oslo - Blindern;SN18700;21.01.2021;13,4;1;4,1;8,2
Oslo - Blindern;SN18700;22.01.2021;17,1;2,2;4,5;10,8
Oslo - Blindern;SN18700;23.01.2021;3,7;0,3;4,4;5,1
Oslo - Blindern;SN18700;24.01.2021;0,2;-2,3;0,3;2,9
Oslo - Blindern;SN18700;25.01.2021;0,4;-7,6;-0,1;4,4
Oslo - Blindern;SN18700;26.01.2021;0;-9,9;-2,4;3,1
Oslo - Blindern;SN18700;27.01.2021;0;-11,5;-3,2;2,4
Oslo - Blindern;SN18700;28.01.2021;0;-10,9;-4,1;3,3
Oslo - Blindern;SN18700;29.01.2021;0;-13,7;-7,1;3,5
Oslo - Blindern;SN18700;30.01.2021;0;-14,5;-6,9;3,8
Oslo - Blindern;SN18700;31.01.2021;0;-12,4;-4,8;2,2
Oslo - Blindern;SN18700;01.02.2021;0,2;-11,5;-5,8;3,5
Oslo - Blindern;SN18700;02.02.2021;0;-10,2;-5;6,5
Oslo - Blindern;SN18700;03.02.2021;0,2;-8,6;-4,9;6,9
Oslo - Blindern;SN18700;04.02.2021;0,1;-11,2;-6;6,8
Oslo - Blindern;SN18700;05.02.2021;0;-11,1;-3,7;5,8
Oslo - Blindern;SN18700;06.02.2021;0;-8,5;-3,6;6
Oslo - Blindern;SN18700;07.02.2021;0;-8,2;-4,5;7,9
Oslo - Blindern;SN18700;08.02.2021;0,1;-9,2;-2,8;6,9
Oslo - Blindern;SN18700;09.02.2021;0,1;-7,6;-3,3;7,2
Oslo - Blindern;SN18700;10.02.2021;0,1;-12,9;-3,8;6,7
Oslo - Blindern;SN18700;11.02.2021;0;-11,7;-4,3;8,1
Oslo - Blindern;SN18700;12.02.2021;0;-13,3;-0,6;3,8
Oslo - Blindern;SN18700;13.02.2021;0,1;-13,5;-2,5;2,8
Oslo - Blindern;SN18700;14.02.2021;0;-14,1;-3,4;3
Oslo - Blindern;SN18700;15.02.2021;0;-11,6;-4,4;4,3
Oslo - Blindern;SN18700;16.02.2021;4,3;-4,4;-1,8;4,4
Oslo - Blindern;SN18700;17.02.2021;2,7;-3,7;-1,3;6,5
Oslo - Blindern;SN18700;18.02.2021;5,1;-3,2;-1,3;3,6
Oslo - Blindern;SN18700;19.02.2021;4,5;-1,4;1,7;5
Oslo - Blindern;SN18700;20.02.2021;3,8;0,5;3,2;5,4
Oslo - Blindern;SN18700;21.02.2021;3,8;2,2;3,3;3,3
Oslo - Blindern;SN18700;22.02.2021;0,3;1,9;4,6;3
Oslo - Blindern;SN18700;23.02.2021;0,3;1;4,5;3,7
Oslo - Blindern;SN18700;24.02.2021;0,7;1;6;5,7
Oslo - Blindern;SN18700;25.02.2021;0,4;3,5;4,8;3,8
Oslo - Blindern;SN18700;26.02.2021;0;-0,5;12,4;5,6
Oslo - Blindern;SN18700;27.02.2021;0;-1,4;7,3;4
Oslo - Blindern;SN18700;28.02.2021;0;0,2;11,7;3,1
Oslo - Blindern;SN18700;01.03.2021;0;-2,9;5,5;2,9
Oslo - Blindern;SN18700;02.03.2021;0;2,1;12,4;4,3
