Navn;Stasjon;Tid(norsk normaltid);Nedbør (døgn);Minimumstemperatur (døgn);Maksimumstemperatur (døgn);Høyeste middelvind (døgn)
Oslo - Blindern;SN18700;14.04.2024;5,5;5,4;12,7;9,9
Oslo - Blindern;SN18700;15.04.2024;0;-1;11,8;4,3
Oslo - Blindern;SN18700;16.04.2024;0;2,8;11,2;5,7
Oslo - Blindern;SN18700;17.04.2024;0;-0,9;9;7,5
Oslo - Blindern;SN18700;18.04.2024;0;0,5;8,9;5
Oslo - Blindern;SN18700;19.04.2024;4,8;0,3;6,3;4,6
Oslo - Blindern;SN18700;20.04.2024;0;-1,3;10,2;6,6
Oslo - Blindern;SN18700;21.04.2024;0;1,9;10,1;7,4
Oslo - Blindern;SN18700;22.04.2024;0;-2,1;9,7;3,8
Oslo - Blindern;SN18700;23.04.2024;0;1,5;10,7;6,2
Oslo - Blindern;SN18700;24.04.2024;0;3,7;8;6,1
Oslo - Blindern;SN18700;25.04.2024;1,9;2,5;9,5;4,2
Oslo - Blindern;SN18700;26.04.2024;0,4;2,6;10,8;5,6
Oslo - Blindern;SN18700;27.04.2024;0;-0,1;12,6;3,8
Oslo - Blindern;SN18700;28.04.2024;0;1,6;10;7,9
Oslo - Blindern;SN18700;29.04.2024;5,7;5,5;13,1;9
Oslo - Blindern;SN18700;30.04.2024;0,3;5,9;19;4,5
Oslo - Blindern;SN18700;01.05.2024;0;10,7;21,2;5,8
Oslo - Blindern;SN18700;02.05.2024;0;9,9;21,8;6,1
Oslo - Blindern;SN18700;03.05.2024;0;8,7;22,3;4,2
Oslo - Blindern;SN18700;04.05.2024;0;8,2;23,7;3,8
Oslo - Blindern;SN18700;05.05.2024;0,4;9,7;20,6;4,2
Oslo - Blindern;SN18700;06.05.2024;0;9,3;14,5;6,4
Oslo - Blindern;SN18700;07.05.2024;0;7,6;16,1;4,4
Oslo - Blindern;SN18700;08.05.2024;0,1;6,3;18;4,9
Oslo - Blindern;SN18700;09.05.2024;0,5;9,6;16,6;5,1
Oslo - Blindern;SN18700;10.05.2024;1,1;6,9;15,2;7,5
Oslo - Blindern;SN18700;11.05.2024;0;6;19,9;4,5
Oslo - Blindern;SN18700;12.05.2024;0;7,2;21,7;4,7
Oslo - Blindern;SN18700;13.05.2024;0;7,9;22,3;4,7
Oslo - Blindern;SN18700;14.05.2024;0;7,8;22,8;5,9
Oslo - Blindern;SN18700;15.05.2024;0;9,4;25;5,2
Oslo - Blindern;SN18700;16.05.2024;0;10,5;23,9;5,1
Oslo - Blindern;SN18700;17.05.2024;0;10,4;24,2;4,1
Oslo - Blindern;SN18700;18.05.2024;0;9;24,5;4,9
Oslo - Blindern;SN18700;19.05.2024;0;8,7;25,6;4,7
Oslo - Blindern;SN18700;20.05.2024;0;12,2;21,9;9,8
Oslo - Blindern;SN18700;21.05.2024;0;10,5;24,2;4,4
Oslo - Blindern;SN18700;22.05.2024;0;10,5;24,7;5,7
Oslo - Blindern;SN18700;23.05.2024;0;14,1;25,6;6,9
Oslo - Blindern;SN18700;24.05.2024;0;17,1;24;5,7
Oslo - Blindern;SN18700;25.05.2024;0;13,8;25,9;3,8
Oslo - Blindern;SN18700;26.05.2024;0,9;17,8;27,2;6,3
Oslo - Blindern;SN18700;27.05.2024;4,3;15,5;21,7;6,4
Oslo - Blindern;SN18700;28.05.2024;42,7;13;22,6;4,5
Oslo - Blindern;SN18700;29.05.2024;14,2;11,9;20;5,6
Oslo - Blindern;SN18700;30.05.2024;0;12,9;18,6;5,1
Oslo - Blindern;SN18700;31.05.2024;3,4;13,1;26,3;4,1
Oslo - Blindern;SN18700;01.06.2024;4,9;15,8;26,2;5,4
Oslo - Blindern;SN18700;02.06.2024;0,3;17;26,1;5,7
Oslo - Blindern;SN18700;03.06.2024;0;14,9;24,2;8,7
Oslo - Blindern;SN18700;04.06.2024;0;8,4;17,9;9
Oslo - Blindern;SN18700;05.06.2024;10,7;9,6;16,2;9,1
Oslo - Blindern;SN18700;06.06.2024;11,7;6,7;17;8,3
Oslo - Blindern;SN18700;07.06.2024;0,8;4,7;17,1;6,6
Oslo - Blindern;SN18700;08.06.2024;3,7;7,7;13;7
Oslo - Blindern;SN18700;09.06.2024;8,2;5,2;15,1;6,7
Oslo - Blindern;SN18700;10.06.2024;1,2;4,4;18,1;7,4
Oslo - Blindern;SN18700;11.06.2024;0;7,8;21,2;4,9
Oslo - Blindern;SN18700;12.06.2024;0,4;10,5;18;5,2
Oslo - Blindern;SN18700;13.06.2024;17,7;10,1;17,9;6
Oslo - Blindern;SN18700;14.06.2024;0,5;9,4;17,8;5,6
Oslo - Blindern;SN18700;15.06.2024;2,9;10,8;19,5;6,2
Oslo - Blindern;SN18700;16.06.2024;8,9;11,7;19,1;6,4
Oslo - Blindern;SN18700;17.06.2024;6,1;12,6;18,7;5,8
Oslo - Blindern;SN18700;18.06.2024;1,1;11,3;17,3;5,9
Oslo - Blindern;SN18700;19.06.2024;5,3;9,3;22,6;5
Oslo - Blindern;SN18700;20.06.2024;1,2;10,9;22,8;7,1
Oslo - Blindern;SN18700;21.06.2024;0;9,1;22,9;5,8
Oslo - Blindern;SN18700;22.06.2024;0;10,8;19,1;4,5
Oslo - Blindern;SN18700;23.06.2024;8,1;11,2;21,1;5,7
Oslo - Blindern;SN18700;24.06.2024;0;10,4;24,9;5
Oslo - Blindern;SN18700;25.06.2024;0;13,9;23;5,1
Oslo - Blindern;SN18700;26.06.2024;0;15,5;24,5;4,7
Oslo - Blindern;SN18700;27.06.2024;0;14;28,3;4,3
Oslo - Blindern;SN18700;28.06.2024;15,9;17,8;26,3;7,9
Oslo - Blindern;SN18700;29.06.2024;1;12,4;20,7;8,1
Oslo - Blindern;SN18700;30.06.2024;0;9,7;20,1;5,5
Oslo - Blindern;SN18700;01.07.2024;1,9;10;21,1;5,4
Oslo - Blindern;SN18700;02.07.2024;0;10,7;19,3;3,7
Oslo - Blindern;SN18700;03.07.2024;0;11,3;22,6;5,9
Oslo - Blindern;SN18700;04.07.2024;2,2;11,1;17,1;5,7
Oslo - Blindern;SN18700;05.07.2024;18,3;8,7;16,8;5,8
Oslo - Blindern;SN18700;06.07.2024;0,3;9,6;17,8;6,1
Oslo - Blindern;SN18700;07.07.2024;17,3;11,8;15,1;7
Oslo - Blindern;SN18700;08.07.2024;7,9;9,3;20;6,1
Oslo - Blindern;SN18700;09.07.2024;0,1;10;22;5,7
Oslo - Blindern;SN18700;10.07.2024;0,7;10,6;17,7;7,7
Oslo - Blindern;SN18700;11.07.2024;15,5;14,9;22,1;4,8
Oslo - Blindern;SN18700;12.07.2024;0;13,9;22,6;4,3
Oslo - Blindern;SN18700;13.07.2024;0;12,8;25,5;5,4
Oslo - Blindern;SN18700;14.07.2024;2,1;14,7;23,4;5,8
Oslo - Blindern;SN18700;15.07.2024;18,9;13,9;18,5;6,4
Oslo - Blindern;SN18700;16.07.2024;4,8;14;20,9;4,3
Oslo - Blindern;SN18700;17.07.2024;2,7;15,4;18,2;4
Oslo - Blindern;SN18700;18.07.2024;2,6;14,5;25,6;5,3
Oslo - Blindern;SN18700;19.07.2024;0;13;25,2;4,5
Oslo - Blindern;SN18700;20.07.2024;0;13,8;26,2;4
Oslo - Blindern;SN18700;21.07.2024;0;14,8;27;5
Oslo - Blindern;SN18700;22.07.2024;2,9;15,8;23,4;4,3
Oslo - Blindern;SN18700;23.07.2024;7,3;15,5;24;4,5
Oslo - Blindern;SN18700;24.07.2024;1,3;13,8;20,1;6,2
Oslo - Blindern;SN18700;25.07.2024;5,4;13,4;22,9;6,4
Oslo - Blindern;SN18700;26.07.2024;3,6;14,7;18,8;5,4
Oslo - Blindern;SN18700;27.07.2024;23,3;15,8;21,9;5,1
Oslo - Blindern;SN18700;28.07.2024;1,4;13;23,8;4,9
Oslo - Blindern;SN18700;29.07.2024;0,1;12,2;23,3;4,6
Oslo - Blindern;SN18700;30.07.2024;0;11,8;24,3;4,5
Oslo - Blindern;SN18700;31.07.2024;0;13;24,1;6,3
Oslo - Blindern;SN18700;01.08.2024;0;13,2;22,9;5,5
Oslo - Blindern;SN18700;02.08.2024;0;14,4;23,9;5,3
Oslo - Blindern;SN18700;03.08.2024;0;13;23,6;4,3
Oslo - Blindern;SN18700;04.08.2024;22,7;15,7;21,8;3,5
Oslo - Blindern;SN18700;05.08.2024;17,8;13,5;24,9;4,4
Oslo - Blindern;SN18700;06.08.2024;0;15,6;23,5;5
Oslo - Blindern;SN18700;07.08.2024;0;16,1;24,6;4,4
Oslo - Blindern;SN18700;08.08.2024;11,1;15;21,9;6,3
Oslo - Blindern;SN18700;09.08.2024;3,4;13,3;19;5,4
Oslo - Blindern;SN18700;10.08.2024;4,4;10;21,9;7,6
Oslo - Blindern;SN18700;11.08.2024;0;9,7;22,6;8
Oslo - Blindern;SN18700;12.08.2024;0;8;22,2;6,6
Oslo - Blindern;SN18700;13.08.2024;0;10,9;21,2;3,2
Oslo - Blindern;SN18700;14.08.2024;0,3;13,5;19,5;3,7
Oslo - Blindern;SN18700;15.08.2024;9,2;15,9;21,8;7,1
Oslo - Blindern;SN18700;16.08.2024;3,3;12,1;21,7;6,6
Oslo - Blindern;SN18700;17.08.2024;0,1;9,4;20,4;6,7
Oslo - Blindern;SN18700;18.08.2024;0;9,3;19,3;6,2
Oslo - Blindern;SN18700;19.08.2024;0;7,2;20,1;5,8
Oslo - Blindern;SN18700;20.08.2024;0,1;14,1;18,2;6,3
Oslo - Blindern;SN18700;21.08.2024;19,6;14,1;19,9;4,1
Oslo - Blindern;SN18700;22.08.2024;0,6;10,3;16,1;7
Oslo - Blindern;SN18700;23.08.2024;15,1;13,1;17,4;8,7
Oslo - Blindern;SN18700;24.08.2024;15,9;8,1;17;5,4
Oslo - Blindern;SN18700;25.08.2024;4,5;11,4;19,3;6,8
Oslo - Blindern;SN18700;26.08.2024;1;11,3;21,6;9,2
Oslo - Blindern;SN18700;27.08.2024;0;7,6;17,9;6
Oslo - Blindern;SN18700;28.08.2024;0,3;14,5;21,9;4,7
Oslo - Blindern;SN18700;29.08.2024;0;14,6;18,4;4,2
Oslo - Blindern;SN18700;30.08.2024;8,7;10,9;19,8;5,6
Oslo - Blindern;SN18700;31.08.2024;0;8,3;20,4;4,8
Oslo - Blindern;SN18700;01.09.2024;0;8,3;21,6;3,5
Oslo - Blindern;SN18700;02.09.2024;0;12,2;17,1;3,9
Oslo - Blindern;SN18700;03.09.2024;16,7;11,5;16,9;3
Oslo - Blindern;SN18700;04.09.2024;13,1;14,9;18,4;5,3
Oslo - Blindern;SN18700;05.09.2024;5,4;17,2;25,9;5,6
Oslo - Blindern;SN18700;06.09.2024;0;14,9;27,2;3,7
Oslo - Blindern;SN18700;07.09.2024;0;13,4;24,5;3,6
Oslo - Blindern;SN18700;08.09.2024;0,4;17,3;21,2;6,1
Oslo - Blindern;SN18700;09.09.2024;0,1;16,4;20,4;4,3
Oslo - Blindern;SN18700;10.09.2024;10,7;12,5;17,6;7
Oslo - Blindern;SN18700;11.09.2024;12,1;8,2;15,3;7,1
Oslo - Blindern;SN18700;12.09.2024;0,1;8,5;17,2;6,4
Oslo - Blindern;SN18700;13.09.2024;0;5,4;17,2;4,4
Oslo - Blindern;SN18700;14.09.2024;0;2,9;16,5;3,5
Oslo - Blindern;SN18700;15.09.2024;0;5,9;16,8;4,9
Oslo - Blindern;SN18700;16.09.2024;1,3;11,8;17,1;4,5
Oslo - Blindern;SN18700;17.09.2024;7,7;10,9;18;2,8
Oslo - Blindern;SN18700;18.09.2024;0;10,3;20,1;2,8
Oslo - Blindern;SN18700;19.09.2024;0;8,3;21,1;3,7
Oslo - Blindern;SN18700;20.09.2024;0;8,1;14,8;2,6
Oslo - Blindern;SN18700;21.09.2024;0;11,1;14,7;3,6
Oslo - Blindern;SN18700;22.09.2024;1;12,2;16,2;2,9
Oslo - Blindern;SN18700;23.09.2024;1,8;11,2;16,8;4,1
Oslo - Blindern;SN18700;24.09.2024;1,8;12,5;15,6;4,4
Oslo - Blindern;SN18700;25.09.2024;27,2;11,7;15,7;6,4
Oslo - Blindern;SN18700;26.09.2024;6,4;4,2;13,2;5
Oslo - Blindern;SN18700;27.09.2024;0;6,1;12,5;7,7
Oslo - Blindern;SN18700;28.09.2024;0;4,2;13,3;4,8
Oslo - Blindern;SN18700;29.09.2024;0;0,1;13;4,9
Oslo - Blindern;SN18700;30.09.2024;0;3,3;12,2;3,4
Oslo - Blindern;SN18700;01.10.2024;0;6,6;13,3;3,9
Oslo - Blindern;SN18700;02.10.2024;0;3,9;15,5;3,1
Oslo - Blindern;SN18700;03.10.2024;0;3,8;15,5;3,2
Oslo - Blindern;SN18700;04.10.2024;0;2,5;12,5;3,1
Oslo - Blindern;SN18700;05.10.2024;0;6,8;11,2;2,8
Oslo - Blindern;SN18700;06.10.2024;0;6,7;15,5;5,7
Oslo - Blindern;SN18700;07.10.2024;0;6,5;11,4;3,6
Oslo - Blindern;SN18700;08.10.2024;10,4;9;12;3,4
Oslo - Blindern;SN18700;09.10.2024;2,6;10,7;13;4,5
Oslo - Blindern;SN18700;10.10.2024;8,8;4,9;13;7,5
Oslo - Blindern;SN18700;11.10.2024;29,8;1,2;10;4,2
Oslo - Blindern;SN18700;12.10.2024;0;-0,7;6,8;6,2
Oslo - Blindern;SN18700;13.10.2024;6,6;6,8;9,7;5,6
Oslo - Blindern;SN18700;14.10.2024;0,1;2,9;8,3;3,5
Oslo - Blindern;SN18700;15.10.2024;0;-1;8,6;4,9
Oslo - Blindern;SN18700;16.10.2024;0;1,6;9,6;2,9
Oslo - Blindern;SN18700;17.10.2024;0;7,1;8,8;3
Oslo - Blindern;SN18700;18.10.2024;7;8,7;10,8;2,7
Oslo - Blindern;SN18700;19.10.2024;7;10,2;12,7;3,4
Oslo - Blindern;SN18700;20.10.2024;8,1;10,5;12,2;5,9
Oslo - Blindern;SN18700;21.10.2024;6,8;11,1;15,2;8,8
Oslo - Blindern;SN18700;22.10.2024;0;4,4;13,3;6,9
Oslo - Blindern;SN18700;23.10.2024;0;4,7;11,2;6,6
Oslo - Blindern;SN18700;24.10.2024;0;7,6;14,2;6,3
Oslo - Blindern;SN18700;25.10.2024;0;6,1;10,9;6,5
Oslo - Blindern;SN18700;26.10.2024;0;5,9;8,7;3,4
Oslo - Blindern;SN18700;27.10.2024;18,3;5,2;11,8;5,1
Oslo - Blindern;SN18700;28.10.2024;0;3,7;11,7;4,4
Oslo - Blindern;SN18700;29.10.2024;0;3,8;6,5;4,8
Oslo - Blindern;SN18700;30.10.2024;0;2;13;5,1
Oslo - Blindern;SN18700;31.10.2024;0;4,7;13,1;5,9
Oslo - Blindern;SN18700;01.11.2024;0,1;3,9;14,6;9,9
Oslo - Blindern;SN18700;02.11.2024;0;-1,5;6,1;6,4
Oslo - Blindern;SN18700;03.11.2024;0,1;2,4;14,9;5,1
Oslo - Blindern;SN18700;04.11.2024;0;3,2;11,3;5
Oslo - Blindern;SN18700;05.11.2024;0;3,6;7,4;2,1
Oslo - Blindern;SN18700;06.11.2024;0;2;4,3;2,6
Oslo - Blindern;SN18700;07.11.2024;0,9;-0,2;6,6;2,7
Oslo - Blindern;SN18700;08.11.2024;0;0;6,6;2,8
Oslo - Blindern;SN18700;09.11.2024;0,3;4,9;6,7;3,1
Oslo - Blindern;SN18700;10.11.2024;0,5;2,2;4,9;4,1
Oslo - Blindern;SN18700;11.11.2024;1,7;2,3;3,4;2,7
Oslo - Blindern;SN18700;12.11.2024;0;-0,6;4;2,4
Oslo - Blindern;SN18700;13.11.2024;0;2;3,4;3,4
Oslo - Blindern;SN18700;14.11.2024;0;-0,5;3,1;3,2
Oslo - Blindern;SN18700;15.11.2024;0;0;9;3,4
Oslo - Blindern;SN18700;16.11.2024;0;3,9;9,5;8,8
Oslo - Blindern;SN18700;17.11.2024;0;-0,7;8,1;6,3
Oslo - Blindern;SN18700;18.11.2024;0;-2,6;5,1;3,4
Oslo - Blindern;SN18700;19.11.2024;0;-1,5;1,4;5,9
Oslo - Blindern;SN18700;20.11.2024;0,4;-2,8;0,8;7,4
Oslo - Blindern;SN18700;21.11.2024;0;-4,9;-0,8;6,5
Oslo - Blindern;SN18700;22.11.2024;0;-9,2;-1,9;4,2
Oslo - Blindern;SN18700;23.11.2024;0;-8,4;2,8;3,5
Oslo - Blindern;SN18700;24.11.2024;0;-4,5;3,6;5,2
Oslo - Blindern;SN18700;25.11.2024;19,7;2,8;8,5;4,6
Oslo - Blindern;SN18700;26.11.2024;0,1;3,1;8,4;6,5
Oslo - Blindern;SN18700;27.11.2024;0;1,1;4,9;9,4
Oslo - Blindern;SN18700;28.11.2024;0;-3,7;1,8;6,8
Oslo - Blindern;SN18700;29.11.2024;0;-6,4;0,8;3
Oslo - Blindern;SN18700;30.11.2024;5,3;0,8;7,7;6,1
Oslo - Blindern;SN18700;01.12.2024;1,4;6,9;9,1;6,6
Oslo - Blindern;SN18700;02.12.2024;1,2;4,1;8,7;11,5
Oslo - Blindern;SN18700;03.12.2024;4,8;-4,2;4,1;10,6
Oslo - Blindern;SN18700;04.12.2024;0,3;-6,6;-3,1;4,2
Oslo - Blindern;SN18700;05.12.2024;0,2;-4,3;0,7;4,3
Oslo - Blindern;SN18700;06.12.2024;6,1;0,5;2;4,4
Oslo - Blindern;SN18700;07.12.2024;2;1;2,3;7,1
Oslo - Blindern;SN18700;08.12.2024;0,4;-1,3;2;7,9
Oslo - Blindern;SN18700;09.12.2024;0;-4,1;2,5;5,6
Oslo - Blindern;SN18700;10.12.2024;0;-6,6;-4;3
Oslo - Blindern;SN18700;11.12.2024;0;-6,7;-1,4;2,8
Oslo - Blindern;SN18700;12.12.2024;0;-6,1;-1,3;2,3
Oslo - Blindern;SN18700;13.12.2024;0;-5,3;0,2;2,5
Oslo - Blindern;SN18700;14.12.2024;0,3;-0,6;4;8
Oslo - Blindern;SN18700;15.12.2024;0;-3,6;3,3;7,7
Oslo - Blindern;SN18700;16.12.2024;1,6;1,3;8,4;11,8
Oslo - Blindern;SN18700;17.12.2024;0,1;-1,3;4,7;5
Oslo - Blindern;SN18700;18.12.2024;7,7;-0,8;7,6;7,6
Oslo - Blindern;SN18700;19.12.2024;8;1,5;7,7;5,7
Oslo - Blindern;SN18700;20.12.2024;0,1;-1,8;4,1;6,6
Oslo - Blindern;SN18700;21.12.2024;5,4;-2;3,6;3,8
Oslo - Blindern;SN18700;22.12.2024;5,3;1,4;4,5;4,5
Oslo - Blindern;SN18700;23.12.2024;1,3;0,2;3,9;6,5
Oslo - Blindern;SN18700;24.12.2024;0;-3,9;2,6;4,1
Oslo - Blindern;SN18700;25.12.2024;2;2,6;5,6;2,7
Oslo - Blindern;SN18700;26.12.2024;0,4;3,9;5,5;2,8
Oslo - Blindern;SN18700;27.12.2024;0;1,7;5,2;2,3
Oslo - Blindern;SN18700;28.12.2024;4,1;1,5;3,2;2,2
Oslo - Blindern;SN18700;29.12.2024;0,2;1,7;4,6;5,1
Oslo - Blindern;SN18700;30.12.2024;0;-1,6;5,5;5,8
Oslo - Blindern;SN18700;31.12.2024;0;-3,8;-0,2;6,9
Oslo - Blindern;SN18700;01.01.2025;4,2;-5,3;-3;8,4
Oslo - Blindern;SN18700;02.01.2025;0,6;-10,1;-3,2;5,8
Oslo - Blindern;SN18700;03.01.2025;0,1;-9,5;-0,7;11,6
Oslo - Blindern;SN18700;04.01.2025;0;-12,5;-7;3,3
Oslo - Blindern;SN18700;05.01.2025;0;-14,2;-7,3;4,4
Oslo - Blindern;SN18700;06.01.2025;0,6;-7,3;-2;10
Oslo - Blindern;SN18700;07.01.2025;19,1;-2,3;1,9;10,1
Oslo - Blindern;SN18700;08.01.2025;11,5;-4,6;0,4;4,7
Oslo - Blindern;SN18700;09.01.2025;0;-4,6;-0,6;4,9
Oslo - Blindern;SN18700;10.01.2025;0,2;-4,4;-0,8;6,2
Oslo - Blindern;SN18700;11.01.2025;0;-4,7;-0,8;8
Oslo - Blindern;SN18700;12.01.2025;0;-10,6;-1,8;6
Oslo - Blindern;SN18700;13.01.2025;0;-10,9;2,8;3,8
Oslo - Blindern;SN18700;14.01.2025;0,2;-0,4;3,8;3,3
Oslo - Blindern;SN18700;15.01.2025;0;-2,6;2,4;2,9
Oslo - Blindern;SN18700;16.01.2025;0,3;0,8;3,3;2,8
Oslo - Blindern;SN18700;17.01.2025;0;0,9;4,1;3,8
Oslo - Blindern;SN18700;18.01.2025;0;-1,5;6,8;3,6
Oslo - Blindern;SN18700;19.01.2025;0,1;1,2;4,1;3
Oslo - Blindern;SN18700;20.01.2025;0;-0,8;1,2;4,5
Oslo - Blindern;SN18700;21.01.2025;0;-2,4;-0,5;5,7
Oslo - Blindern;SN18700;22.01.2025;2,1;-4,5;-0,2;3,1
Oslo - Blindern;SN18700;23.01.2025;0;-6,3;-0,1;11,8
Oslo - Blindern;SN18700;24.01.2025;10,2;-5,2;2,5;6,3
Oslo - Blindern;SN18700;25.01.2025;8,9;0,9;6,1;9,1
Oslo - Blindern;SN18700;26.01.2025;0;-0,6;4,4;6,7
Oslo - Blindern;SN18700;27.01.2025;2;0;2,4;5,6
Oslo - Blindern;SN18700;28.01.2025;2,4;0,3;2,7;4,7
Oslo - Blindern;SN18700;29.01.2025;10,4;2,4;4;5,3
Oslo - Blindern;SN18700;30.01.2025;0;-0,7;3,3;3,7
Oslo - Blindern;SN18700;31.01.2025;0;-5,7;1,5;2,3
Oslo - Blindern;SN18700;01.02.2025;0;-7,1;0,5;3,6
Oslo - Blindern;SN18700;02.02.2025;0;-7,1;-2,6;4,7
Oslo - Blindern;SN18700;03.02.2025;2,5;-4,2;-0,3;4,2
Oslo - Blindern;SN18700;04.02.2025;2,8;-0,3;4,7;5,7
Oslo - Blindern;SN18700;05.02.2025;0,1;3,3;8,8;7,3
Oslo - Blindern;SN18700;06.02.2025;0;-2,9;5,2;3,9
Oslo - Blindern;SN18700;07.02.2025;0;-3,9;3,1;5
Oslo - Blindern;SN18700;08.02.2025;0;-1,4;0,6;5,4
Oslo - Blindern;SN18700;09.02.2025;0,3;-7,6;0;3,6
Oslo - Blindern;SN18700;10.02.2025;0;-7,7;3;2,1
Oslo - Blindern;SN18700;11.02.2025;0;-6,4;3,2;3,6
Oslo - Blindern;SN18700;12.02.2025;0;-8,2;0,5;2,8
Oslo - Blindern;SN18700;13.02.2025;0;-5,4;1,7;6,2
Oslo - Blindern;SN18700;14.02.2025;0;-9,2;0,6;3,6
Oslo - Blindern;SN18700;15.02.2025;0;-6,4;-2,2;8,7
Oslo - Blindern;SN18700;16.02.2025;0;-13,1;-0,5;4,6
Oslo - Blindern;SN18700;17.02.2025;0;-9,5;3,4;3,5
Oslo - Blindern;SN18700;18.02.2025;0;-7,7;2,2;3
Oslo - Blindern;SN18700;19.02.2025;0;-10,1;-1,1;3,5
Oslo - Blindern;SN18700;20.02.2025;0;-7,1;0,7;6,4
